iter	NDCG:type=Base_SumError	NDCG:type=Base_SumWeight
1244	2775.731113	2963
1245	2775.731113	2963
1246	2775.731113	2963
1247	2775.731113	2963
1248	2775.731113	2963
1249	2775.731113	2963
1250	2775.731113	2963
1251	2775.731113	2963
1252	2775.731113	2963
1253	2775.731113	2963
1254	2775.731113	2963
1255	2775.731113	2963
1256	2775.731113	2963
1257	2775.731113	2963
1258	2775.731113	2963
1259	2775.731113	2963
1260	2775.731113	2963
1261	2775.731113	2963
1262	2775.731113	2963
1263	2775.731113	2963
1264	2775.731113	2963
1265	2775.731113	2963
1266	2775.731113	2963
1267	2775.731113	2963
1268	2775.731113	2963
1269	2775.731113	2963
1270	2775.731113	2963
1271	2775.731113	2963
1272	2775.731113	2963
1273	2775.731113	2963
1274	2775.731113	2963
1275	2775.731113	2963
1276	2775.731113	2963
1277	2775.731113	2963
1278	2775.731113	2963
1279	2775.731113	2963
1280	2775.731113	2963
1281	2775.731113	2963
1282	2775.731113	2963
1283	2775.731113	2963
1284	2775.731113	2963
1285	2775.731113	2963
1286	2775.731113	2963
1287	2775.731113	2963
1288	2775.731113	2963
1289	2775.731113	2963
1290	2775.731113	2963
1291	2775.731113	2963
1292	2775.731113	2963
1293	2775.731113	2963
1294	2775.731113	2963
1295	2775.731113	2963
1296	2775.731113	2963
1297	2775.731113	2963
1298	2775.731113	2963
1299	2775.731113	2963
1300	2775.731113	2963
1301	2775.731113	2963
1302	2775.731113	2963
1303	2775.731113	2963
1304	2775.731113	2963
1305	2775.731113	2963
1306	2775.731113	2963
1307	2775.731113	2963
1308	2775.731113	2963
1309	2775.731113	2963
1310	2775.731113	2963
1311	2775.731113	2963
1312	2775.731113	2963
1313	2775.731113	2963
1314	2775.731113	2963
1315	2775.731113	2963
1316	2775.731113	2963
1317	2775.731113	2963
1318	2775.731113	2963
1319	2775.731113	2963
1320	2775.731113	2963
1321	2775.731113	2963
1322	2775.731113	2963
1323	2775.731113	2963
1324	2775.731113	2963
1325	2775.731113	2963
1326	2775.731113	2963
1327	2775.731113	2963
1328	2775.731113	2963
1329	2775.731113	2963
1330	2775.731113	2963
1331	2775.731113	2963
1332	2775.731113	2963
1333	2775.731113	2963
1334	2775.731113	2963
1335	2775.731113	2963
1336	2775.731113	2963
1337	2775.731113	2963
1338	2775.731113	2963
1339	2775.731113	2963
1340	2775.731113	2963
1341	2775.731113	2963
1342	2775.731113	2963
1343	2775.731113	2963
1344	2775.731113	2963
1345	2775.731113	2963
1346	2775.731113	2963
1347	2775.731113	2963
1348	2775.731113	2963
1349	2775.731113	2963
1350	2775.731113	2963
1351	2775.731113	2963
1352	2775.731113	2963
1353	2775.731113	2963
1354	2775.731113	2963
1355	2775.731113	2963
1356	2775.731113	2963
1357	2775.731113	2963
1358	2775.731113	2963
1359	2775.731113	2963
1360	2775.731113	2963
1361	2775.731113	2963
1362	2775.731113	2963
1363	2775.731113	2963
1364	2775.731113	2963
1365	2775.731113	2963
1366	2775.731113	2963
1367	2775.731113	2963
1368	2775.731113	2963
1369	2775.731113	2963
1370	2775.731113	2963
1371	2775.731113	2963
1372	2775.731113	2963
1373	2775.731113	2963
1374	2775.731113	2963
1375	2775.731113	2963
1376	2775.731113	2963
1377	2775.731113	2963
1378	2775.731113	2963
1379	2775.731113	2963
1380	2775.731113	2963
1381	2775.731113	2963
1382	2775.731113	2963
1383	2775.731113	2963
1384	2775.731113	2963
1385	2775.731113	2963
1386	2775.731113	2963
1387	2775.731113	2963
1388	2775.731113	2963
1389	2775.731113	2963
1390	2775.731113	2963
1391	2775.731113	2963
1392	2775.731113	2963
1393	2775.731113	2963
1394	2775.731113	2963
1395	2775.731113	2963
1396	2775.731113	2963
1397	2775.731113	2963
1398	2775.731113	2963
1399	2775.731113	2963
1400	2775.731113	2963
1401	2775.731113	2963
1402	2775.731113	2963
1403	2775.731113	2963
1404	2775.731113	2963
1405	2775.731113	2963
1406	2775.731113	2963
1407	2775.731113	2963
1408	2775.731113	2963
1409	2775.731113	2963
1410	2775.731113	2963
1411	2775.731113	2963
1412	2775.731113	2963
1413	2775.731113	2963
1414	2775.731113	2963
1415	2775.731113	2963
1416	2775.731113	2963
1417	2775.731113	2963
1418	2775.731113	2963
1419	2775.731113	2963
1420	2775.731113	2963
1421	2775.731113	2963
1422	2775.731113	2963
1423	2775.731113	2963
1424	2775.731113	2963
1425	2775.731113	2963
1426	2775.731113	2963
1427	2775.731113	2963
1428	2775.731113	2963
1429	2775.731113	2963
1430	2775.731113	2963
1431	2775.731113	2963
1432	2775.731113	2963
1433	2775.731113	2963
1434	2775.731113	2963
1435	2775.731113	2963
1436	2775.731113	2963
1437	2775.731113	2963
1438	2775.731113	2963
1439	2775.731113	2963
1440	2775.731113	2963
1441	2775.731113	2963
1442	2775.731113	2963
1443	2775.731113	2963
1444	2775.731113	2963
1445	2775.731113	2963
1446	2775.731113	2963
1447	2775.731113	2963
1448	2775.731113	2963
1449	2775.731113	2963
1450	2775.731113	2963
1451	2775.731113	2963
1452	2775.731113	2963
1453	2775.731113	2963
1454	2775.731113	2963
1455	2775.731113	2963
1456	2775.731113	2963
1457	2775.731113	2963
1458	2775.731113	2963
1459	2775.731113	2963
1460	2775.731113	2963
1461	2775.731113	2963
1462	2775.731113	2963
1463	2775.731113	2963
1464	2775.731113	2963
1465	2775.731113	2963
1466	2775.731113	2963
1467	2775.731113	2963
1468	2775.731113	2963
1469	2775.731113	2963
1470	2775.731113	2963
1471	2775.731113	2963
1472	2775.731113	2963
1473	2775.731113	2963
1474	2775.731113	2963
1475	2775.731113	2963
1476	2775.731113	2963
1477	2775.731113	2963
1478	2775.731113	2963
1479	2775.731113	2963
1480	2775.731113	2963
1481	2775.731113	2963
1482	2775.731113	2963
1483	2775.731113	2963
1484	2775.731113	2963
1485	2775.731113	2963
1486	2775.731113	2963
1487	2775.731113	2963
1488	2775.731113	2963
1489	2775.731113	2963
1490	2775.731113	2963
1491	2775.731113	2963
1492	2775.731113	2963
1493	2775.731113	2963
1494	2775.731113	2963
1495	2775.731113	2963
1496	2775.731113	2963
1497	2775.731113	2963
1498	2775.731113	2963
1499	2775.731113	2963
1500	2775.731113	2963
1501	2775.731113	2963
1502	2775.731113	2963
1503	2775.731113	2963
1504	2775.731113	2963
1505	2775.731113	2963
1506	2775.731113	2963
1507	2775.731113	2963
1508	2775.731113	2963
1509	2775.731113	2963
1510	2775.731113	2963
1511	2775.731113	2963
1512	2775.731113	2963
1513	2775.731113	2963
1514	2775.731113	2963
1515	2775.731113	2963
1516	2775.731113	2963
1517	2775.731113	2963
1518	2775.731113	2963
1519	2775.731113	2963
1520	2775.731113	2963
1521	2775.731113	2963
1522	2775.731113	2963
1523	2775.731113	2963
1524	2775.731113	2963
1525	2775.731113	2963
1526	2775.731113	2963
1527	2775.731113	2963
1528	2775.731113	2963
1529	2775.731113	2963
1530	2775.731113	2963
1531	2775.731113	2963
1532	2775.731113	2963
1533	2775.731113	2963
1534	2775.731113	2963
1535	2775.731113	2963
1536	2775.731113	2963
1537	2775.731113	2963
1538	2775.731113	2963
1539	2775.731113	2963
1540	2775.731113	2963
1541	2775.731113	2963
1542	2775.731113	2963
1543	2775.731113	2963
1544	2775.731113	2963
1545	2775.731113	2963
1546	2775.731113	2963
1547	2775.731113	2963
1548	2775.731113	2963
1549	2775.731113	2963
1550	2775.731113	2963
1551	2775.731113	2963
1552	2775.731113	2963
1553	2775.731113	2963
1554	2775.731113	2963
1555	2775.731113	2963
1556	2775.731113	2963
1557	2775.731113	2963
1558	2775.731113	2963
1559	2775.731113	2963
1560	2775.731113	2963
1561	2775.731113	2963
1562	2775.731113	2963
1563	2775.731113	2963
1564	2775.731113	2963
1565	2775.731113	2963
1566	2775.731113	2963
1567	2775.731113	2963
1568	2775.731113	2963
1569	2775.731113	2963
1570	2775.731113	2963
1571	2775.731113	2963
1572	2775.731113	2963
1573	2775.731113	2963
1574	2775.731113	2963
1575	2775.731113	2963
1576	2775.731113	2963
1577	2775.731113	2963
1578	2775.731113	2963
1579	2775.731113	2963
1580	2775.731113	2963
1581	2775.731113	2963
1582	2775.731113	2963
1583	2775.731113	2963
1584	2775.731113	2963
1585	2775.731113	2963
1586	2775.731113	2963
1587	2775.731113	2963
1588	2775.731113	2963
1589	2775.731113	2963
1590	2775.731113	2963
1591	2775.731113	2963
1592	2775.731113	2963
1593	2775.731113	2963
1594	2775.731113	2963
1595	2775.731113	2963
1596	2775.731113	2963
1597	2775.731113	2963
1598	2775.731113	2963
1599	2775.731113	2963
1600	2775.731113	2963
1601	2775.731113	2963
1602	2775.731113	2963
1603	2775.731113	2963
1604	2775.731113	2963
1605	2775.731113	2963
1606	2775.731113	2963
1607	2775.731113	2963
1608	2775.731113	2963
1609	2775.731113	2963
1610	2775.362042	2963
1611	2775.362042	2963
1612	2775.362042	2963
1613	2775.362042	2963
1614	2775.362042	2963
1615	2775.362042	2963
1616	2775.362042	2963
1617	2775.362042	2963
1618	2775.362042	2963
1619	2775.362042	2963
1620	2775.362042	2963
1621	2775.362042	2963
1622	2775.362042	2963
1623	2775.362042	2963
1624	2775.362042	2963
1625	2775.362042	2963
1626	2775.362042	2963
1627	2775.362042	2963
1628	2775.362042	2963
1629	2775.362042	2963
1630	2775.362042	2963
1631	2775.362042	2963
1632	2775.362042	2963
1633	2775.362042	2963
1634	2775.362042	2963
1635	2775.362042	2963
1636	2775.362042	2963
1637	2775.362042	2963
1638	2775.362042	2963
1639	2775.362042	2963
1640	2775.362042	2963
1641	2775.362042	2963
1642	2775.362042	2963
1643	2775.362042	2963
1644	2775.362042	2963
1645	2775.362042	2963
1646	2775.362042	2963
1647	2775.362042	2963
1648	2775.362042	2963
1649	2775.362042	2963
1650	2775.362042	2963
1651	2775.362042	2963
1652	2775.362042	2963
1653	2775.362042	2963
1654	2775.362042	2963
1655	2775.362042	2963
1656	2775.362042	2963
1657	2775.362042	2963
1658	2775.362042	2963
1659	2775.362042	2963
1660	2775.362042	2963
1661	2775.362042	2963
1662	2775.362042	2963
1663	2775.362042	2963
1664	2775.362042	2963
1665	2775.362042	2963
1666	2775.362042	2963
1667	2775.362042	2963
1668	2775.362042	2963
1669	2775.362042	2963
1670	2775.362042	2963
1671	2775.362042	2963
1672	2775.362042	2963
1673	2775.362042	2963
1674	2775.362042	2963
1675	2775.362042	2963
1676	2775.362042	2963
1677	2775.362042	2963
1678	2775.362042	2963
1679	2775.362042	2963
1680	2775.362042	2963
1681	2775.362042	2963
1682	2775.362042	2963
1683	2775.362042	2963
1684	2775.362042	2963
1685	2775.362042	2963
1686	2775.362042	2963
1687	2775.362042	2963
1688	2775.362042	2963
1689	2775.362042	2963
1690	2775.362042	2963
1691	2775.362042	2963
1692	2775.362042	2963
1693	2775.362042	2963
1694	2775.362042	2963
1695	2775.362042	2963
1696	2775.362042	2963
1697	2775.362042	2963
1698	2775.362042	2963
1699	2775.362042	2963
1700	2775.362042	2963
1701	2775.362042	2963
1702	2775.362042	2963
1703	2775.362042	2963
1704	2775.362042	2963
1705	2775.362042	2963
1706	2775.362042	2963
1707	2775.362042	2963
1708	2775.362042	2963
1709	2775.362042	2963
1710	2775.362042	2963
1711	2775.362042	2963
1712	2775.362042	2963
1713	2775.362042	2963
1714	2775.362042	2963
1715	2775.362042	2963
1716	2775.362042	2963
1717	2775.362042	2963
1718	2775.362042	2963
1719	2775.362042	2963
1720	2775.362042	2963
1721	2775.362042	2963
1722	2775.362042	2963
1723	2775.362042	2963
1724	2775.362042	2963
1725	2775.362042	2963
1726	2775.362042	2963
1727	2775.362042	2963
1728	2775.362042	2963
1729	2775.362042	2963
1730	2775.362042	2963
1731	2775.362042	2963
1732	2775.362042	2963
1733	2775.362042	2963
1734	2775.362042	2963
1735	2775.362042	2963
1736	2775.362042	2963
1737	2775.362042	2963
1738	2775.362042	2963
1739	2775.362042	2963
1740	2775.362042	2963
1741	2775.362042	2963
1742	2775.362042	2963
1743	2775.362042	2963
1744	2775.362042	2963
1745	2775.362042	2963
1746	2775.362042	2963
1747	2775.362042	2963
1748	2775.362042	2963
1749	2775.362042	2963
1750	2775.362042	2963
1751	2775.362042	2963
1752	2775.362042	2963
1753	2775.362042	2963
1754	2775.362042	2963
1755	2775.362042	2963
1756	2775.362042	2963
1757	2775.362042	2963
1758	2775.362042	2963
1759	2775.362042	2963
1760	2775.362042	2963
1761	2775.362042	2963
1762	2775.362042	2963
1763	2775.362042	2963
1764	2775.362042	2963
1765	2775.362042	2963
1766	2775.362042	2963
1767	2775.362042	2963
1768	2775.362042	2963
1769	2775.362042	2963
1770	2775.362042	2963
1771	2775.362042	2963
1772	2775.362042	2963
1773	2775.362042	2963
1774	2775.362042	2963
1775	2775.362042	2963
1776	2775.362042	2963
1777	2775.362042	2963
1778	2775.362042	2963
1779	2775.362042	2963
1780	2775.362042	2963
1781	2775.362042	2963
1782	2775.362042	2963
1783	2775.362042	2963
1784	2775.362042	2963
1785	2775.362042	2963
1786	2775.362042	2963
1787	2775.362042	2963
1788	2775.362042	2963
1789	2775.362042	2963
1790	2775.362042	2963
1791	2775.362042	2963
1792	2775.362042	2963
1793	2775.362042	2963
1794	2775.362042	2963
1795	2775.362042	2963
1796	2775.362042	2963
1797	2775.362042	2963
1798	2775.362042	2963
1799	2775.362042	2963
1800	2775.362042	2963
1801	2775.362042	2963
1802	2775.362042	2963
1803	2775.362042	2963
1804	2775.362042	2963
1805	2775.362042	2963
1806	2775.362042	2963
1807	2775.362042	2963
1808	2775.362042	2963
1809	2775.362042	2963
1810	2775.362042	2963
1811	2775.362042	2963
1812	2775.362042	2963
1813	2775.362042	2963
1814	2775.362042	2963
1815	2775.362042	2963
1816	2775.362042	2963
1817	2775.362042	2963
1818	2775.362042	2963
1819	2775.362042	2963
1820	2775.362042	2963
1821	2775.362042	2963
1822	2775.362042	2963
1823	2775.362042	2963
1824	2775.362042	2963
1825	2775.362042	2963
1826	2775.362042	2963
1827	2775.362042	2963
1828	2775.362042	2963
1829	2775.362042	2963
1830	2775.362042	2963
1831	2775.362042	2963
1832	2775.362042	2963
1833	2775.362042	2963
1834	2775.362042	2963
1835	2775.362042	2963
1836	2775.362042	2963
1837	2775.362042	2963
1838	2775.362042	2963
1839	2775.362042	2963
1840	2775.362042	2963
1841	2775.362042	2963
1842	2775.362042	2963
1843	2775.362042	2963
1844	2775.362042	2963
1845	2775.362042	2963
1846	2775.362042	2963
1847	2775.362042	2963
1848	2775.362042	2963
1849	2775.362042	2963
1850	2775.362042	2963
1851	2775.362042	2963
1852	2775.362042	2963
