iter	Passed	Remaining
1664	99379	11221
1665	99430	11160
1666	99487	11100
1667	99550	11041
1668	99619	10982
1669	99687	10923
1670	99756	10865
1671	99820	10805
1672	99883	10746
1673	99942	10686
1674	99999	10626
1675	100059	10567
1676	100113	10506
1677	100172	10447
1678	100229	10387
1679	100287	10327
1680	100344	10267
1681	100402	10207
1682	100459	10147
1683	100515	10087
1684	100570	10027
1685	100631	9967
1686	100684	9907
1687	100740	9847
1688	100795	9787
1689	100848	9726
1690	100902	9666
1691	100957	9606
1692	101014	9546
1693	101069	9486
1694	101124	9426
1695	101179	9366
1696	101235	9306
1697	101291	9246
1698	101349	9186
1699	101405	9126
1700	101464	9066
1701	101515	9006
1702	101566	8945
1703	101623	8886
1704	101675	8825
1705	101731	8765
1706	101782	8705
1707	101843	8645
1708	101896	8585
1709	101944	8525
1710	101996	8464
1711	102051	8404
1712	102104	8344
1713	102157	8284
1714	102198	8223
1715	102251	8163
1716	102298	8102
1717	102350	8042
1718	102407	7982
1719	102461	7922
1720	102516	7862
1721	102570	7802
1722	102626	7743
1723	102680	7683
1724	102736	7623
1725	102789	7563
1726	102843	7503
1727	102901	7443
1728	102960	7384
1729	103019	7324
1730	103077	7264
1731	103133	7205
1732	103187	7145
1733	103243	7085
1734	103295	7025
1735	103354	6965
1736	103409	6905
1737	103466	6846
1738	103520	6786
1739	103578	6726
1740	103632	6666
1741	103689	6607
1742	103744	6547
1743	103798	6487
1744	103855	6427
1745	103910	6367
1746	103966	6308
1747	104023	6248
1748	104075	6188
1749	104131	6128
1750	104185	6069
1751	104240	6009
1752	104296	5949
1753	104349	5889
1754	104404	5829
1755	104457	5770
1756	104511	5710
1757	104568	5650
1758	104634	5591
1759	104704	5532
1760	104772	5473
1761	104838	5414
1762	104902	5355
1763	104961	5295
1764	105024	5236
1765	105083	5176
1766	105142	5117
1767	105199	5057
1768	105259	4998
1769	105314	4938
1770	105371	4878
1771	105425	4819
1772	105481	4759
1773	105536	4699
1774	105595	4640
1775	105649	4580
1776	105702	4520
1777	105754	4460
1778	105808	4401
1779	105861	4341
1780	105917	4281
1781	105967	4222
1782	106023	4162
1783	106078	4102
1784	106134	4043
1785	106188	3983
1786	106239	3923
1787	106296	3864
1788	106349	3804
1789	106404	3744
1790	106461	3685
1791	106516	3625
1792	106573	3566
1793	106627	3506
1794	106681	3447
1795	106736	3387
1796	106783	3327
1797	106838	3268
1798	106889	3208
1799	106942	3148
1800	106993	3089
1801	107047	3029
1802	107098	2970
1803	107154	2910
1804	107206	2850
1805	107259	2791
1806	107309	2731
1807	107363	2672
1808	107414	2612
1809	107469	2553
1810	107518	2493
1811	107572	2434
1812	107626	2374
1813	107680	2315
1814	107741	2255
1815	107807	2196
1816	107861	2137
1817	107915	2077
1818	107971	2018
1819	108025	1958
1820	108076	1899
1821	108133	1839
1822	108191	1780
1823	108244	1720
1824	108302	1661
1825	108357	1602
1826	108414	1542
1827	108465	1483
1828	108523	1424
1829	108576	1364
1830	108634	1305
1831	108690	1245
1832	108748	1186
1833	108799	1127
1834	108856	1067
1835	108911	1008
1836	108966	949
1837	109018	889
1838	109073	830
1839	109129	771
1840	109188	711
1841	109242	652
1842	109300	593
1843	109353	533
1844	109410	474
1845	109464	415
1846	109519	355
1847	109576	296
1848	109635	237
1849	109694	177
1850	109763	118
1851	109832	59
1852	109893	0
